ASV,zr2757_10V3V4,zr2757_1V3V4,zr2757_2V3V4,zr2757_3V3V4,zr2757_4V3V4,zr2757_5V3V4,zr2757_6V3V4,zr2757_7V3V4,zr2757_8V3V4,zr2757_9V3V4
ASV_2089,4,0,1,3,2,17,1,1,0,2
ASV_2090,4,0,2,1,0,2,8,3,9,2
ASV_2091,4,0,0,3,10,8,3,3,0,0
ASV_2092,4,1,4,2,14,0,2,0,2,2
ASV_2093,4,3,2,0,1,1,3,16,0,1
ASV_2094,4,6,2,4,3,0,1,7,3,1
ASV_2095,4,3,4,1,8,1,2,6,2,0
ASV_2096,3,0,4,0,4,1,0,9,9,1
ASV_2097,3,1,9,1,7,6,0,0,1,3
ASV_2098,3,5,0,2,6,3,0,12,0,0
ASV_2099,3,0,0,5,20,0,0,3,0,0
ASV_2100,3,4,2,0,8,1,7,6,0,0
ASV_2101,2,1,0,0,0,16,6,6,0,0
ASV_2102,2,1,15,0,5,0,3,2,2,1
ASV_2103,2,1,0,0,0,12,13,0,1,2
ASV_2104,2,1,3,2,13,0,1,3,3,3
ASV_2105,1,1,3,7,13,0,3,2,0,1
ASV_2106,1,6,0,8,8,0,0,7,1,0
ASV_2107,1,4,1,2,18,1,2,0,1,1
ASV_2108,1,2,1,10,13,0,0,2,1,1
ASV_2109,1,0,0,8,22,0,0,0,0,0
ASV_2110,1,5,2,3,2,6,2,7,1,2
ASV_2111,0,0,15,1,1,0,1,0,11,2
ASV_2112,0,0,14,0,0,0,3,3,9,2
ASV_2113,0,0,13,0,0,0,0,0,12,6
ASV_2114,0,0,13,1,3,3,4,0,3,4
ASV_2115,0,0,10,1,0,2,6,0,5,7
ASV_2116,0,0,8,0,0,0,0,0,20,3
ASV_2117,0,0,6,1,2,1,5,2,10,4
ASV_2118,0,0,6,0,0,0,17,0,6,2
ASV_2119,0,0,3,11,5,0,0,0,2,10
ASV_2120,0,0,3,5,11,0,1,0,6,5
ASV_2121,0,0,1,3,26,0,1,0,0,0
ASV_2122,14,2,0,1,2,3,0,8,0,0
ASV_2123,14,6,0,0,0,0,0,10,0,0
ASV_2124,13,5,4,0,5,0,0,3,0,0
ASV_2125,10,2,0,0,0,0,1,17,0,0
ASV_2126,7,3,2,2,2,1,0,11,0,2
ASV_2127,7,6,0,0,2,6,6,3,0,0
ASV_2128,7,0,2,3,3,4,3,5,3,0
ASV_2129,6,1,1,2,4,4,2,8,1,1
ASV_2130,6,3,0,11,6,0,0,4,0,0
ASV_2131,5,1,0,2,0,7,12,2,0,1
ASV_2132,4,0,0,1,10,3,3,6,3,0
ASV_2133,4,3,0,2,0,2,4,12,0,3
ASV_2134,4,2,1,0,0,7,2,7,6,1
ASV_2135,4,1,0,8,8,0,0,9,0,0
ASV_2136,4,1,1,7,6,0,3,7,0,1
ASV_2137,4,5,0,6,5,1,0,9,0,0
ASV_2138,3,3,1,3,10,0,2,8,0,0
ASV_2139,3,2,6,5,8,0,1,0,2,3
ASV_2140,3,0,8,4,0,5,3,1,3,3
ASV_2141,3,1,6,1,3,7,1,3,3,2
ASV_2142,3,0,0,4,16,4,1,2,0,0
ASV_2143,2,1,1,1,10,7,0,1,6,1
ASV_2144,2,2,5,0,0,5,8,5,2,1
ASV_2145,2,0,4,1,11,9,0,0,1,2
ASV_2146,1,0,0,1,5,2,13,5,2,1
ASV_2147,1,1,1,0,1,1,5,16,4,0
ASV_2148,1,3,1,8,15,0,1,1,0,0
ASV_2149,1,0,3,1,4,7,4,4,1,5
ASV_2150,0,8,0,14,5,0,0,3,0,0
ASV_2151,0,2,1,4,8,9,3,0,0,3
ASV_2152,0,1,1,0,14,6,0,4,2,2
ASV_2153,0,1,3,3,11,4,3,1,3,1
ASV_2154,0,1,0,0,0,24,5,0,0,0
ASV_2155,0,0,14,0,0,0,0,0,12,4
ASV_2156,0,0,5,4,7,3,8,0,0,3
ASV_2157,0,0,4,12,9,0,4,0,0,1
ASV_2158,0,0,2,0,0,8,5,1,12,2
ASV_2159,0,0,2,4,19,0,2,0,2,1
ASV_2160,16,3,0,1,0,0,1,8,0,0
ASV_2161,9,8,1,2,3,0,1,5,0,0
ASV_2162,6,4,2,5,5,2,0,4,0,1
ASV_2163,6,1,0,0,0,4,0,18,0,0
ASV_2164,6,2,2,2,1,0,2,14,0,0
ASV_2165,6,2,3,1,1,2,9,2,0,3
ASV_2166,6,2,3,2,2,0,3,6,4,1
ASV_2167,5,1,2,2,6,4,6,3,0,0
ASV_2168,5,3,2,1,2,5,2,4,5,0
ASV_2169,3,1,3,1,3,0,2,1,15,0
ASV_2170,3,4,0,5,14,0,0,3,0,0
ASV_2171,3,6,0,7,9,0,0,4,0,0
ASV_2172,3,2,3,2,5,2,8,4,0,0
ASV_2173,2,2,0,1,8,8,3,5,0,0
ASV_2174,2,4,4,2,7,0,7,2,1,0
ASV_2175,2,3,2,1,10,4,0,0,1,6
ASV_2176,2,0,7,1,4,2,2,0,6,5
ASV_2177,2,0,3,2,10,7,0,1,4,0
ASV_2178,2,0,3,0,0,10,10,1,2,1
ASV_2179,1,2,2,4,6,1,5,6,0,2
ASV_2180,1,0,0,9,18,0,1,0,0,0
ASV_2181,1,2,2,3,16,3,1,0,0,1
ASV_2182,1,2,0,7,10,4,4,0,1,0
ASV_2183,1,0,0,13,13,0,2,0,0,0
ASV_2184,1,1,0,5,20,1,1,0,0,0
ASV_2185,1,1,7,0,2,3,2,2,11,0
ASV_2186,0,3,3,2,0,2,3,0,8,8
ASV_2187,0,3,0,3,3,6,3,1,4,6
ASV_2188,0,2,0,13,3,4,1,1,1,4
ASV_2189,0,1,3,3,5,2,6,2,6,1
ASV_2190,0,1,4,0,2,21,0,0,0,1
ASV_2191,0,0,8,0,2,4,0,1,14,0
ASV_2192,0,0,6,0,0,0,4,0,16,3
ASV_2193,0,0,6,0,0,3,8,0,8,4
ASV_2194,0,0,5,2,2,0,5,0,13,2
ASV_2195,0,0,3,7,9,0,7,0,2,1
ASV_2196,0,0,2,4,20,0,0,0,1,2
ASV_2197,13,1,0,0,0,5,1,8,0,0
ASV_2198,11,2,1,0,1,3,4,4,0,2
ASV_2199,10,2,1,1,0,0,0,14,0,0
ASV_2200,9,2,1,1,4,2,0,4,5,0
ASV_2201,8,1,0,1,5,6,2,5,0,0
ASV_2202,8,1,1,1,3,0,1,8,0,5
ASV_2203,7,0,0,2,0,0,0,19,0,0
ASV_2204,7,4,4,2,7,0,1,2,1,0
ASV_2205,7,1,0,2,3,6,0,5,4,0
ASV_2206,6,3,0,3,4,0,0,6,5,1
ASV_2207,5,0,2,0,0,0,7,2,8,4
ASV_2208,5,0,0,7,7,1,2,6,0,0
ASV_2209,5,0,1,1,0,2,16,2,0,1
ASV_2210,4,2,0,2,4,1,9,6,0,0
ASV_2211,4,3,6,1,3,2,3,2,1,3
ASV_2212,3,0,1,1,2,13,1,5,1,1
ASV_2213,3,1,2,3,2,6,0,5,5,1
ASV_2214,3,7,1,0,2,0,2,11,0,2
ASV_2215,3,10,0,0,0,0,0,15,0,0
ASV_2216,3,8,0,2,8,0,0,7,0,0
ASV_2217,3,1,0,0,0,10,7,3,4,0
ASV_2218,3,5,0,2,4,5,0,9,0,0
ASV_2219,2,1,3,2,11,2,1,0,3,3
ASV_2220,2,1,0,0,4,9,2,6,3,1
ASV_2221,2,3,0,7,9,0,0,7,0,0
ASV_2222,2,4,0,12,8,0,1,1,0,0
ASV_2223,2,0,5,2,7,2,5,3,2,0
ASV_2224,2,0,0,9,9,1,1,1,3,2
ASV_2225,2,5,1,6,12,0,0,1,1,0
ASV_2226,1,0,4,3,12,3,1,3,1,0
ASV_2227,1,1,0,4,13,1,3,5,0,0
ASV_2228,1,3,4,2,6,3,2,5,1,1
ASV_2229,1,6,2,0,6,2,2,2,6,1
ASV_2230,1,0,3,0,8,6,1,2,6,1
ASV_2231,1,2,1,8,8,2,0,2,4,0
ASV_2232,1,1,8,4,7,0,1,1,4,1
ASV_2233,0,23,0,0,1,0,0,4,0,0
ASV_2234,0,6,2,3,4,0,0,0,4,9
ASV_2235,0,3,9,5,2,5,3,0,1,0
ASV_2236,0,2,10,0,3,0,0,2,9,2
ASV_2237,0,2,3,3,0,0,0,0,17,3
ASV_2238,0,2,8,6,4,1,4,1,1,1
ASV_2239,0,1,3,0,3,6,7,1,7,0
ASV_2240,0,0,14,2,2,0,0,0,8,2
ASV_2241,0,0,12,0,1,0,2,0,12,1
ASV_2242,0,0,4,0,0,17,4,0,2,1
ASV_2243,0,0,3,5,11,1,1,1,1,5
ASV_2244,0,0,2,1,10,1,6,1,5,2
ASV_2245,0,0,2,0,12,5,3,0,2,4
ASV_2246,0,0,2,1,12,2,0,1,10,0
ASV_2247,0,0,0,17,8,0,0,0,0,3
ASV_2248,0,0,0,0,0,24,4,0,0,0
ASV_2249,16,1,0,0,2,0,0,8,0,0
ASV_2250,12,4,0,4,2,0,0,5,0,0
ASV_2251,11,4,0,2,1,0,0,9,0,0
ASV_2252,10,5,0,2,0,0,4,6,0,0
ASV_2253,8,8,1,0,0,0,1,9,0,0
ASV_2254,8,2,0,1,5,2,0,7,2,0
ASV_2255,6,3,2,3,5,0,7,1,0,0
ASV_2256,6,8,1,5,2,0,0,5,0,0
ASV_2257,6,2,1,0,0,2,4,8,2,2
ASV_2258,6,1,0,11,5,0,0,3,1,0
ASV_2259,5,3,2,0,1,9,2,4,0,1
ASV_2260,5,1,1,0,1,1,9,2,4,3
ASV_2261,4,7,0,6,4,1,0,4,1,0
ASV_2262,4,14,1,1,1,2,2,1,1,0
ASV_2263,4,5,1,0,6,4,2,3,2,0
ASV_2264,4,1,0,2,0,12,2,3,3,0
ASV_2265,4,0,1,3,9,2,1,6,0,1
ASV_2266,3,1,0,1,1,10,4,4,2,1
ASV_2267,3,0,0,12,11,0,0,1,0,0
ASV_2268,3,5,1,3,3,0,2,8,0,2
ASV_2269,2,3,0,9,9,0,0,3,0,1
ASV_2270,2,1,0,2,7,1,6,8,0,0
ASV_2271,2,1,1,1,2,0,4,14,1,1
ASV_2272,2,1,1,4,9,1,2,6,0,1
ASV_2273,2,0,4,2,13,0,3,1,1,1
ASV_2274,2,1,1,3,2,5,3,8,1,1
ASV_2275,2,0,3,0,4,3,5,3,5,2
ASV_2276,2,1,1,4,13,4,1,1,0,0
ASV_2277,2,0,2,2,8,1,0,2,10,0
ASV_2278,2,11,2,2,1,0,0,8,0,1
ASV_2279,1,0,1,3,1,1,3,2,5,10
ASV_2280,1,9,2,4,1,1,4,3,0,2
ASV_2281,1,0,2,2,0,5,2,3,8,4
ASV_2282,1,0,4,5,10,4,2,0,1,0
ASV_2283,1,1,5,0,1,13,0,0,1,5
ASV_2284,1,1,5,6,3,4,3,1,2,1
ASV_2285,1,3,5,7,5,0,1,3,0,2
ASV_2286,0,2,2,5,3,3,4,0,2,6
ASV_2287,0,1,11,3,4,0,0,0,7,1
ASV_2288,0,1,1,1,6,2,0,10,5,1
ASV_2289,0,0,15,0,0,0,0,0,3,9
ASV_2290,0,0,11,3,5,0,0,0,3,5
ASV_2291,0,0,10,0,0,0,3,0,12,2
ASV_2292,0,0,9,0,0,1,0,0,15,2
ASV_2293,0,0,9,4,4,1,0,3,4,2
ASV_2294,0,0,7,4,7,1,2,1,1,4
ASV_2295,0,0,7,3,7,0,4,1,3,2
ASV_2296,0,0,6,5,11,0,0,0,2,3
ASV_2297,0,0,5,1,6,4,4,0,1,6
ASV_2298,0,0,3,5,15,1,2,0,0,1
ASV_2299,0,0,3,3,16,0,1,0,2,2
ASV_2300,0,0,2,1,4,14,1,1,3,1
ASV_2301,0,0,2,1,10,2,4,0,3,5
ASV_2302,0,0,1,3,0,5,2,0,14,2
ASV_2303,0,0,0,0,19,3,0,0,2,3
ASV_2304,16,2,0,0,2,1,0,5,0,0
ASV_2305,11,2,0,2,3,0,0,8,0,0
ASV_2306,10,2,2,0,1,1,5,3,2,0
ASV_2307,9,2,0,1,2,1,5,3,0,3
ASV_2308,8,6,0,3,1,0,4,4,0,0
ASV_2309,8,5,0,1,4,0,1,7,0,0
ASV_2310,7,2,0,0,1,0,0,16,0,0
ASV_2311,7,0,0,0,4,8,3,3,1,0
ASV_2312,7,1,0,4,4,0,0,7,0,3
ASV_2313,6,7,0,8,2,0,0,3,0,0
ASV_2314,6,6,2,1,0,0,2,9,0,0
ASV_2315,4,1,3,1,0,4,7,1,1,4
ASV_2316,4,2,5,1,10,0,1,0,0,3
ASV_2317,3,1,3,2,10,4,0,2,0,1
ASV_2318,3,4,0,0,6,1,3,8,1,0
ASV_2319,3,0,1,0,0,7,7,6,1,1
ASV_2320,3,5,0,1,10,1,1,4,1,0
ASV_2321,3,0,7,1,6,1,0,2,3,3
ASV_2322,3,2,7,0,3,3,1,1,6,0
ASV_2323,3,1,2,0,0,4,10,4,1,1
ASV_2324,3,4,1,11,1,0,0,3,1,2
ASV_2325,3,1,1,1,13,1,4,1,0,1
ASV_2326,3,8,0,0,0,0,0,15,0,0
ASV_2327,3,1,0,2,4,3,0,12,1,0
ASV_2328,3,0,4,5,3,5,2,2,2,0
ASV_2329,3,2,2,2,7,1,3,6,0,0
ASV_2330,3,2,0,3,5,8,4,1,0,0
ASV_2331,2,0,0,0,0,1,17,0,3,3
ASV_2332,2,1,3,0,4,4,2,0,6,4
ASV_2333,2,1,5,1,13,0,1,1,0,2
ASV_2334,2,3,3,3,4,1,7,2,1,0
ASV_2335,2,1,0,2,7,1,4,7,1,1
ASV_2336,2,0,3,3,5,4,4,0,1,4
ASV_2337,2,0,0,4,17,0,0,3,0,0
ASV_2338,2,2,1,0,1,8,0,4,5,3
ASV_2339,1,0,2,4,4,4,7,3,0,1
ASV_2340,1,0,3,0,4,3,0,8,4,3
ASV_2341,1,1,2,6,2,0,6,2,2,4
ASV_2342,1,2,0,4,7,3,0,6,3,0
ASV_2343,1,5,2,3,10,0,3,2,0,0
ASV_2344,1,0,5,0,3,1,2,1,10,3
ASV_2345,1,1,2,7,4,5,2,0,1,3
ASV_2346,0,10,1,8,5,0,0,1,0,1
ASV_2347,0,2,5,1,3,0,3,0,9,3
ASV_2348,0,1,5,0,0,2,1,0,16,1
ASV_2349,0,1,2,3,7,7,0,3,3,0
ASV_2350,0,0,12,0,0,0,0,0,5,9
ASV_2351,0,0,9,3,4,2,2,0,3,3
ASV_2352,0,0,6,1,1,0,0,0,9,9
ASV_2353,0,0,4,0,0,0,0,0,17,5
ASV_2354,0,0,3,3,11,3,3,1,1,1
ASV_2355,0,0,1,2,14,0,1,0,6,2
ASV_2356,0,0,1,7,16,0,2,0,0,0
ASV_2357,0,0,0,2,20,0,0,4,0,0
ASV_2358,13,3,0,0,2,0,0,5,1,1
ASV_2359,11,7,0,0,0,0,0,7,0,0
ASV_2360,10,6,0,0,0,0,0,9,0,0
ASV_2361,7,0,0,2,1,0,6,6,0,3
ASV_2362,7,7,1,1,0,1,0,4,2,2
ASV_2363,7,0,1,3,7,2,1,3,1,0
ASV_2364,6,1,0,10,7,0,0,1,0,0
ASV_2365,5,1,0,2,2,10,1,4,0,0
ASV_2366,5,0,0,0,0,20,0,0,0,0
ASV_2367,4,6,1,4,3,1,1,1,4,0
ASV_2368,4,0,0,1,12,0,2,6,0,0
ASV_2369,4,0,0,0,17,3,0,1,0,0
ASV_2370,4,1,1,3,3,3,1,4,1,4
ASV_2371,3,2,0,6,7,0,1,6,0,0
ASV_2372,3,1,5,0,1,0,0,12,1,2
ASV_2373,3,3,1,0,2,1,3,8,4,0
ASV_2374,3,2,2,1,2,5,0,8,2,0
ASV_2375,3,7,0,3,9,0,0,3,0,0
ASV_2376,3,1,1,0,7,1,3,6,3,0
ASV_2377,3,0,0,0,0,0,11,11,0,0
ASV_2378,3,0,3,3,4,0,2,4,2,4
ASV_2379,2,3,1,1,1,1,6,10,0,0
ASV_2380,2,2,7,2,3,1,1,0,6,1
ASV_2381,2,0,4,3,11,1,0,2,0,2
ASV_2382,2,2,0,1,12,2,3,3,0,0
ASV_2383,2,1,4,5,3,1,3,2,0,4
ASV_2384,1,4,1,3,7,2,2,1,1,3
ASV_2385,1,9,0,2,1,0,6,5,1,0
ASV_2386,1,1,0,1,0,2,15,5,0,0
ASV_2387,1,1,0,3,13,0,2,5,0,0
ASV_2388,1,1,3,3,5,8,1,1,1,1
ASV_2389,1,0,1,0,0,3,15,3,0,2
ASV_2390,0,5,2,2,4,1,1,6,1,3
ASV_2391,0,3,1,6,13,0,1,1,0,0
ASV_2392,0,2,3,7,12,1,0,0,0,0
ASV_2393,0,2,3,5,9,0,2,0,4,0
ASV_2394,0,2,1,2,12,1,0,6,0,1
ASV_2395,0,2,2,0,0,5,9,4,1,2
ASV_2396,0,1,5,1,6,2,0,5,5,0
ASV_2397,0,1,3,2,4,0,0,0,12,3
ASV_2398,0,0,17,0,0,1,4,0,3,0
ASV_2399,0,0,14,0,0,0,1,0,7,3
ASV_2400,0,0,13,0,0,1,2,0,4,5
ASV_2401,0,0,12,0,0,0,0,0,7,6
ASV_2402,0,0,6,0,0,0,1,0,10,8
ASV_2403,0,0,5,6,11,2,1,0,0,0
ASV_2404,0,0,4,0,2,0,4,0,13,2
ASV_2405,0,0,4,1,2,1,0,0,17,0
ASV_2406,0,0,4,3,1,4,8,0,4,1
ASV_2407,0,0,3,0,0,0,2,0,12,8
ASV_2408,0,0,2,0,0,3,6,0,6,8
ASV_2409,0,0,0,5,17,0,1,0,1,1
ASV_2410,9,5,1,0,0,0,0,9,0,0
ASV_2411,9,1,1,1,5,0,0,3,4,0
ASV_2412,9,3,0,0,0,0,4,3,0,5
ASV_2413,9,3,1,0,2,1,0,7,0,1
ASV_2414,8,7,0,0,0,0,0,9,0,0
ASV_2415,8,12,0,1,0,0,0,3,0,0
ASV_2416,8,0,2,0,2,3,5,3,1,0
ASV_2417,8,5,0,3,1,0,1,3,3,0
ASV_2418,7,0,0,1,8,0,3,4,1,0
ASV_2419,6,0,3,0,0,5,0,6,1,3
ASV_2420,6,2,1,0,4,2,3,3,3,0
ASV_2421,6,7,0,0,0,1,0,8,1,1
ASV_2422,6,0,0,6,11,0,0,1,0,0
ASV_2423,6,3,0,4,2,1,3,5,0,0
ASV_2424,6,2,0,5,7,1,1,2,0,0
ASV_2425,5,3,3,0,0,11,0,2,0,0
ASV_2426,5,0,0,2,0,2,5,7,2,1
ASV_2427,5,0,2,4,8,0,1,3,0,1
ASV_2428,5,2,0,4,6,1,2,3,1,0
ASV_2429,5,7,0,4,2,0,0,5,0,1
ASV_2430,5,5,0,1,3,1,0,8,1,0
ASV_2431,4,0,3,2,1,1,1,5,7,0
ASV_2432,4,7,0,1,5,1,3,3,0,0
ASV_2433,4,0,3,2,5,0,3,3,3,1
ASV_2434,4,0,1,3,12,0,2,2,0,0
ASV_2435,4,1,1,1,7,0,1,7,1,1
ASV_2436,4,1,2,3,2,4,2,4,2,0
ASV_2437,3,2,0,0,4,4,2,9,0,0
ASV_2438,3,1,2,6,4,2,3,2,0,1
ASV_2439,3,1,0,1,6,0,0,13,0,0
ASV_2440,3,0,3,3,6,0,2,1,4,2
ASV_2441,3,0,0,0,0,4,7,7,1,2
ASV_2442,3,0,1,1,1,6,4,6,1,1
ASV_2443,2,0,0,0,0,11,4,1,4,2
ASV_2444,2,4,5,2,6,0,1,4,0,0
ASV_2445,2,1,1,3,10,1,0,6,0,0
ASV_2446,2,3,1,5,4,0,1,5,1,2
ASV_2447,2,1,0,4,12,2,1,2,0,0
ASV_2448,2,9,0,5,4,0,1,2,1,0
ASV_2449,2,2,0,9,7,0,0,3,1,0
ASV_2450,1,0,0,0,0,5,9,5,0,4
ASV_2451,1,1,1,7,1,6,1,4,0,2
ASV_2452,1,1,0,5,15,0,1,1,0,0
ASV_2453,1,0,1,3,7,3,1,7,1,0
ASV_2454,1,0,2,2,10,0,5,0,3,1
ASV_2455,0,5,0,0,0,7,7,4,0,1
ASV_2456,0,3,3,6,8,2,2,0,0,0
ASV_2457,0,3,2,2,6,6,1,1,2,1
ASV_2458,0,2,1,2,11,0,1,3,2,2
ASV_2459,0,1,3,4,10,0,1,4,1,0
ASV_2460,0,1,0,7,12,0,2,0,2,0
ASV_2461,0,1,2,3,11,2,1,1,2,1
ASV_2462,0,0,11,0,0,2,2,0,8,1
ASV_2463,0,0,8,0,0,1,2,0,12,1
ASV_2464,0,0,6,0,0,1,2,0,13,2
ASV_2465,0,0,3,1,10,2,1,0,3,4
ASV_2466,0,0,3,1,13,0,2,0,4,1
ASV_2467,0,0,1,4,14,1,2,2,0,0
ASV_2468,0,0,1,1,6,2,5,0,4,5
ASV_2469,0,0,1,6,8,0,3,0,2,4
ASV_2470,0,0,0,7,14,0,1,2,0,0
ASV_2471,0,0,0,4,19,0,0,0,0,1
ASV_2472,11,2,1,1,2,0,0,4,2,0
ASV_2473,8,5,0,0,0,2,0,8,0,0
ASV_2474,8,0,0,1,0,9,0,5,0,0
ASV_2475,7,3,1,1,2,0,3,4,2,0
ASV_2476,7,1,0,0,0,0,0,15,0,0
ASV_2477,7,0,0,0,0,0,0,16,0,0
ASV_2478,7,4,0,0,1,1,0,10,0,0
ASV_2479,6,0,2,0,0,4,1,7,3,0
ASV_2480,5,0,1,1,6,0,2,2,6,0
ASV_2481,5,0,1,1,3,3,3,7,0,0
ASV_2482,5,3,4,0,0,1,4,3,0,3
ASV_2483,5,2,1,0,0,5,3,4,3,0
ASV_2484,4,2,0,5,11,0,1,0,0,0
ASV_2485,4,0,1,2,6,3,3,2,2,0
ASV_2486,4,2,4,3,7,0,1,1,0,1
ASV_2487,3,2,1,0,6,6,2,0,0,3
ASV_2488,3,1,0,0,1,8,3,4,2,1
ASV_2489,3,3,3,3,3,1,0,0,7,0
ASV_2490,3,7,0,0,2,3,2,4,2,0
ASV_2491,3,1,0,1,6,4,1,6,1,0
ASV_2492,3,0,0,0,0,9,9,1,1,0
ASV_2493,2,2,0,1,0,8,2,6,2,0
ASV_2494,2,2,1,3,4,3,2,6,0,0
ASV_2495,2,4,6,1,1,3,5,1,0,0
ASV_2496,2,0,0,4,9,1,0,5,2,0
ASV_2497,2,0,4,1,0,0,2,2,10,2
ASV_2498,1,2,4,0,0,2,6,0,7,1
ASV_2499,1,2,0,8,11,0,0,0,0,1
ASV_2500,1,6,0,8,7,0,0,1,0,0
ASV_2501,1,0,1,4,6,5,0,3,3,0
ASV_2502,1,1,0,0,5,2,7,7,0,0
ASV_2503,1,2,2,0,5,6,5,1,1,0
ASV_2504,1,0,4,2,8,1,4,2,1,0
ASV_2505,1,0,5,0,2,1,0,1,13,0
ASV_2506,1,2,0,8,7,0,0,0,0,5
ASV_2507,1,0,0,4,15,0,1,0,2,0
ASV_2508,1,0,11,6,2,0,1,0,1,1
ASV_2509,1,7,4,0,1,2,2,0,2,4
ASV_2510,1,2,2,3,1,0,1,8,0,5
ASV_2511,1,0,1,4,3,2,2,1,6,3
ASV_2512,1,3,1,11,3,2,1,1,0,0
ASV_2513,0,5,3,7,3,0,0,3,0,2
ASV_2514,0,3,5,0,1,1,2,5,6,0
ASV_2515,0,3,3,3,9,2,0,0,1,2
ASV_2516,0,3,2,8,8,1,1,0,0,0
ASV_2517,0,2,2,0,11,0,4,2,1,1
ASV_2518,0,2,1,5,8,1,2,0,4,0
ASV_2519,0,1,1,3,13,1,0,1,1,2
ASV_2520,0,1,0,2,6,2,11,1,0,0
ASV_2521,0,1,2,4,11,0,1,0,3,1
ASV_2522,0,0,8,1,1,1,1,0,9,2
ASV_2523,0,0,8,0,0,0,1,0,14,0
ASV_2524,0,0,7,0,0,1,1,0,10,4
ASV_2525,0,0,7,0,1,0,3,0,7,5
ASV_2526,0,0,6,0,2,0,1,0,12,2
ASV_2527,0,0,5,0,0,0,2,0,6,10
ASV_2528,0,0,5,0,0,1,4,0,12,1
ASV_2529,0,0,5,0,0,1,1,0,14,2
ASV_2530,0,0,4,0,4,0,0,0,12,3
ASV_2531,0,0,4,1,9,0,2,1,4,2
ASV_2532,0,0,4,0,0,1,4,0,13,1
ASV_2533,0,0,1,0,2,0,12,0,6,2
ASV_2534,0,0,0,12,10,1,0,0,0,0
ASV_2535,0,0,0,8,9,5,1,0,0,0
ASV_2536,0,0,0,0,7,6,1,9,0,0
ASV_2537,10,2,0,0,0,0,1,8,1,0
ASV_2538,9,1,0,1,3,0,0,8,0,0
ASV_2539,9,1,1,2,4,0,0,4,1,0
ASV_2540,8,3,0,3,7,0,0,1,0,0
ASV_2541,7,0,1,2,4,4,0,3,1,0
ASV_2542,5,3,0,6,4,0,0,4,0,0
ASV_2543,5,2,0,0,3,2,0,10,0,0
ASV_2544,5,1,0,2,5,1,5,2,1,0
ASV_2545,4,2,1,3,0,1,1,10,0,0
ASV_2546,4,0,3,1,7,0,0,4,2,1
ASV_2547,4,3,1,3,4,1,3,3,0,0
ASV_2548,4,0,0,0,2,3,0,13,0,0
ASV_2549,4,0,3,1,0,2,0,4,6,2
ASV_2550,4,12,0,0,1,0,0,5,0,0
ASV_2551,3,0,0,0,8,1,5,3,2,0
ASV_2552,3,1,0,2,3,10,2,1,0,0
ASV_2553,3,4,0,2,2,2,1,8,0,0
ASV_2554,3,0,1,3,4,1,0,3,5,2
ASV_2555,2,0,0,3,8,2,3,4,0,0
ASV_2556,2,0,4,1,3,2,0,3,6,1
ASV_2557,2,0,2,0,0,3,6,9,0,0
ASV_2558,2,1,0,3,15,0,0,1,0,0
ASV_2559,2,0,2,3,8,1,0,2,3,1
ASV_2560,2,0,0,0,0,10,4,5,0,1
ASV_2561,2,0,3,3,9,0,2,3,0,0
ASV_2562,2,3,0,2,5,3,1,3,0,3
ASV_2563,2,0,2,2,6,4,1,1,4,0
ASV_2564,2,3,1,1,2,6,0,7,0,0
ASV_2565,1,2,2,3,6,0,2,5,1,0
ASV_2566,1,2,0,9,7,0,0,3,0,0
ASV_2567,1,1,2,4,6,3,2,0,2,1
ASV_2568,1,0,0,4,8,5,2,0,2,0
ASV_2569,1,0,1,0,0,2,7,10,1,0
ASV_2570,1,1,0,1,3,7,1,7,0,1
ASV_2571,1,5,2,7,2,0,1,1,1,2
ASV_2572,1,0,3,2,14,0,0,2,0,0
ASV_2573,1,1,1,3,9,3,0,3,0,1
ASV_2574,1,0,3,6,7,0,2,3,0,0
ASV_2575,1,0,2,0,0,1,6,1,6,5
ASV_2576,1,6,0,2,7,1,2,0,0,3
ASV_2577,1,0,0,4,9,0,1,6,1,0
ASV_2578,1,0,7,0,1,3,1,0,7,2
ASV_2579,0,7,1,0,2,2,5,0,2,3
ASV_2580,0,4,1,4,6,1,2,1,3,0
ASV_2581,0,4,2,4,7,0,3,2,0,0
ASV_2582,0,2,0,3,10,1,1,1,3,1
ASV_2583,0,2,1,5,7,0,2,4,1,0
ASV_2584,0,1,0,4,16,1,0,0,0,0
ASV_2585,0,1,1,1,0,13,1,3,2,0
ASV_2586,0,1,5,7,9,0,0,0,0,0
ASV_2587,0,0,9,2,7,0,2,0,1,1
ASV_2588,0,0,8,0,3,2,4,0,4,1
ASV_2589,0,0,7,0,0,2,1,0,8,4
ASV_2590,0,0,6,0,0,0,1,0,9,6
ASV_2591,0,0,6,6,7,0,1,0,2,0
ASV_2592,0,0,6,0,0,3,13,0,0,0
ASV_2593,0,0,5,1,2,3,3,5,3,0
ASV_2594,0,0,3,0,0,0,0,0,14,5
ASV_2595,0,0,3,0,0,0,2,0,14,3
ASV_2596,0,0,3,0,0,2,1,0,16,0
ASV_2597,0,0,3,5,10,0,0,0,2,2
ASV_2598,0,0,3,4,12,0,1,0,2,0
ASV_2599,0,0,2,4,12,0,4,0,0,0
ASV_2600,0,0,0,5,13,0,4,0,0,0
ASV_2601,0,0,0,0,13,0,5,1,3,0
ASV_2602,6,0,4,0,0,0,0,6,1,4
